Date,Stock,Price,Price_start,Value,name,industry
2023-01-25,MSFT,240.61,239.58,0.004299190249603477,Tech C,Tech
2023-01-26,MSFT,248.0,239.58,0.035144836797729305,Tech C,Tech
2023-01-27,MSFT,248.16,239.58,0.03581267217630847,Tech C,Tech
2023-01-30,MSFT,242.71,239.58,0.013064529593455193,Tech C,Tech
2023-01-31,MSFT,247.81,239.58,0.034351782285666536,Tech C,Tech
2023-02-01,MSFT,252.75,239.58,0.05497119959929872,Tech C,Tech
2023-02-02,MSFT,264.6,239.58,0.10443275732531934,Tech C,Tech
2023-02-03,MSFT,258.35,239.58,0.07834543784957013,Tech C,Tech
2023-02-06,MSFT,256.77,239.58,0.07175056348610054,Tech C,Tech
2023-02-07,MSFT,267.56,239.58,0.1167877118290341,Tech C,Tech
2023-02-08,MSFT,266.73,239.58,0.11332331580265466,Tech C,Tech
2023-02-09,MSFT,263.62,239.58,0.1003422656315218,Tech C,Tech
2023-02-10,MSFT,263.1,239.58,0.09817180065113953,Tech C,Tech
2023-02-13,MSFT,271.32,239.58,0.1324818432256448,Tech C,Tech
2023-02-14,MSFT,272.17,239.58,0.13602971867434677,Tech C,Tech
2023-02-15,MSFT,269.32,239.58,0.12413390099340504,Tech C,Tech
2023-02-16,MSFT,262.15,239.58,0.09420652809082546,Tech C,Tech
2023-02-17,MSFT,258.06,239.58,0.07713498622589526,Tech C,Tech
2023-02-22,MSFT,251.51,239.58,0.049795475415310035,Tech C,Tech
2023-02-23,MSFT,254.77,239.58,0.06340262125386091,Tech C,Tech
2023-02-24,MSFT,249.22,239.58,0.04023708155939555,Tech C,Tech
2023-02-27,MSFT,250.16,239.58,0.044160614408548224,Tech C,Tech
2023-02-28,MSFT,249.42,239.58,0.04107187578261948,Tech C,Tech
2023-03-01,MSFT,246.27,239.58,0.027923866766841964,Tech C,Tech
2023-03-02,MSFT,251.11,239.58,0.04812588696886218,Tech C,Tech
2023-03-03,MSFT,255.29,239.58,0.06557308623424317,Tech C,Tech
2023-03-06,MSFT,256.87,239.58,0.07216796059771263,Tech C,Tech
2023-03-07,MSFT,254.15,239.58,0.060814759161866565,Tech C,Tech
2023-03-08,MSFT,253.7,239.58,0.058936472159612556,Tech C,Tech
2023-03-09,MSFT,252.32,239.58,0.05317639201936714,Tech C,Tech
2023-03-10,MSFT,248.59,239.58,0.03760747975624005,Tech C,Tech
2023-03-13,MSFT,253.92,239.58,0.05985474580515892,Tech C,Tech
2023-03-14,MSFT,260.79,239.58,0.0885299273729026,Tech C,Tech
2023-03-15,MSFT,265.44,239.58,0.10793889306285993,Tech C,Tech
2023-03-16,MSFT,276.2,239.58,0.15285082227230976,Tech C,Tech
2023-03-17,MSFT,279.43,239.58,0.16633274897737704,Tech C,Tech
2023-03-20,MSFT,272.23,239.58,0.13628015694131398,Tech C,Tech
2023-03-21,MSFT,273.78,239.58,0.1427498121712996,Tech C,Tech
2023-03-22,MSFT,272.29,239.58,0.13653059520828117,Tech C,Tech
2023-03-23,MSFT,277.66,239.58,0.15894482010184494,Tech C,Tech
2023-03-24,MSFT,280.57,239.58,0.17109107604975365,Tech C,Tech
2023-03-27,MSFT,276.38,239.58,0.15360213707321138,Tech C,Tech
2023-03-28,MSFT,275.23,239.58,0.1488020702896736,Tech C,Tech
2023-03-29,MSFT,280.51,239.58,0.17084063778278644,Tech C,Tech
2023-03-30,MSFT,284.05,239.58,0.1856164955338509,Tech C,Tech
2023-03-31,MSFT,288.3,239.58,0.20335587277736036,Tech C,Tech
2023-04-03,MSFT,287.23,239.58,0.1988897236831121,Tech C,Tech
2023-04-04,MSFT,287.18,239.58,0.1986810251273061,Tech C,Tech
2023-04-05,MSFT,284.34,239.58,0.1868269471575255,Tech C,Tech
2023-04-06,MSFT,291.6,239.58,0.217129977460556,Tech C,Tech
2023-04-10,MSFT,289.39,239.58,0.20790550129393093,Tech C,Tech
2023-04-11,MSFT,282.83,239.58,0.18052425077218454,Tech C,Tech
2023-04-12,MSFT,283.49,239.58,0.18327907170882374,Tech C,Tech
2023-04-13,MSFT,289.84,239.58,0.20978378829618483,Tech C,Tech
2023-04-14,MSFT,286.14,239.58,0.19434009516654133,Tech C,Tech
2023-04-17,MSFT,288.8,239.58,0.2054428583354203,Tech C,Tech
2023-04-18,MSFT,288.37,239.58,0.20364805075548872,Tech C,Tech
2023-04-19,MSFT,288.45,239.58,0.20398196844477826,Tech C,Tech
2023-04-20,MSFT,286.11,239.58,0.19421487603305784,Tech C,Tech
2023-04-21,MSFT,285.76,239.58,0.1927539861424158,Tech C,Tech
2023-04-24,MSFT,281.77,239.58,0.17609984138909746,Tech C,Tech
2023-04-25,MSFT,275.42,239.58,0.14959512480173637,Tech C,Tech
2023-04-26,MSFT,295.37,239.58,0.23286584856832787,Tech C,Tech
2023-04-27,MSFT,304.83,239.58,0.2723516153268218,Tech C,Tech
2023-04-28,MSFT,307.26,239.58,0.2824943651389931,Tech C,Tech
2023-05-01,MSFT,305.56,239.58,0.2753986142415894,Tech C,Tech
2023-05-02,MSFT,305.41,239.58,0.2747725185741715,Tech C,Tech
2023-05-03,MSFT,304.4,239.58,0.2705568077468902,Tech C,Tech
2023-05-04,MSFT,305.41,239.58,0.2747725185741715,Tech C,Tech
2023-05-05,MSFT,310.65,239.58,0.29664412722263944,Tech C,Tech
2023-05-08,MSFT,308.65,239.58,0.2882961849903997,Tech C,Tech
2023-05-09,MSFT,307.0,239.58,0.281409132648802,Tech C,Tech
2023-05-10,MSFT,312.31,239.58,0.30357291927539853,Tech C,Tech
2023-05-11,MSFT,310.11,239.58,0.2943901828199349,Tech C,Tech
2023-05-12,MSFT,308.97,239.58,0.2896318557475583,Tech C,Tech
2023-05-15,MSFT,309.46,239.58,0.2916771015944568,Tech C,Tech
2023-05-16,MSFT,311.74,239.58,0.30119375573921026,Tech C,Tech
2023-05-17,MSFT,314.0,239.58,0.31062693046164114,Tech C,Tech
2023-05-18,MSFT,318.52,239.58,0.3294932799065029,Tech C,Tech
2023-05-19,MSFT,318.34,239.58,0.3287419651056013,Tech C,Tech
2023-05-22,MSFT,321.18,239.58,0.3405960430753819,Tech C,Tech
2023-05-23,MSFT,315.26,239.58,0.31588613406795213,Tech C,Tech
2023-05-24,MSFT,313.85,239.58,0.31000083479422325,Tech C,Tech
2023-05-25,MSFT,325.92,239.58,0.3603806661657901,Tech C,Tech
2023-05-26,MSFT,332.89,239.58,0.38947324484514556,Tech C,Tech
2023-05-31,MSFT,328.39,239.58,0.3706903748226061,Tech C,Tech
2023-06-01,MSFT,332.58,239.58,0.3881793137991484,Tech C,Tech
2023-06-02,MSFT,335.4,239.58,0.3999499123466064,Tech C,Tech
2023-06-05,MSFT,335.94,239.58,0.4022038567493112,Tech C,Tech
2023-06-06,MSFT,333.68,239.58,0.3927706820268803,Tech C,Tech
2023-06-07,MSFT,323.38,239.58,0.3497787795308456,Tech C,Tech
2023-06-08,MSFT,325.26,239.58,0.3576258452291509,Tech C,Tech
2023-06-09,MSFT,326.79,239.58,0.36401202103681446,Tech C,Tech
2023-06-12,MSFT,331.85,239.58,0.38513231488438104,Tech C,Tech
2023-06-13,MSFT,334.29,239.58,0.3953168044077135,Tech C,Tech
2023-06-14,MSFT,337.34,239.58,0.40804741631187896,Tech C,Tech
2023-06-15,MSFT,348.1,239.58,0.452959345521329,Tech C,Tech
2023-06-16,MSFT,342.33,239.58,0.4288755321813172,Tech C,Tech
2023-06-20,MSFT,338.05,239.58,0.4110109358043242,Tech C,Tech
2023-06-21,MSFT,333.56,239.58,0.39226980549294593,Tech C,Tech
2023-06-22,MSFT,339.71,239.58,0.41793972785708305,Tech C,Tech
2023-06-23,MSFT,335.02,239.58,0.39836380332248084,Tech C,Tech
2023-06-26,MSFT,328.6,239.58,0.37156690875699144,Tech C,Tech
2023-06-27,MSFT,334.57,239.58,0.39648551632022694,Tech C,Tech
2023-06-28,MSFT,335.85,239.58,0.40182819934886055,Tech C,Tech
2023-06-29,MSFT,335.05,239.58,0.39848902245596457,Tech C,Tech
2023-06-30,MSFT,340.54,239.58,0.4214041238834627,Tech C,Tech
2023-07-03,MSFT,337.99,239.58,0.410760497537357,Tech C,Tech
2023-07-05,MSFT,338.15,239.58,0.41142833291593606,Tech C,Tech
2023-07-06,MSFT,341.27,239.58,0.4244511227982301,Tech C,Tech
2023-07-07,MSFT,337.22,239.58,0.40754653977794475,Tech C,Tech
2023-07-10,MSFT,331.83,239.58,0.3850488354620585,Tech C,Tech
2023-07-11,MSFT,332.47,239.58,0.38772017697637534,Tech C,Tech
2023-07-12,MSFT,337.2,239.58,0.40746306035562224,Tech C,Tech
2023-07-13,MSFT,342.66,239.58,0.43025294264963687,Tech C,Tech
2023-07-14,MSFT,345.24,239.58,0.4410217881292261,Tech C,Tech
2023-07-17,MSFT,345.73,239.58,0.4430670339761249,Tech C,Tech
2023-07-18,MSFT,359.49,239.58,0.5005008765339344,Tech C,Tech
2023-07-19,MSFT,355.08,239.58,0.4820936639118456,Tech C,Tech
2023-07-20,MSFT,346.87,239.58,0.4478253610485015,Tech C,Tech
2023-07-21,MSFT,343.77,239.58,0.43488605058852975,Tech C,Tech
2023-07-24,MSFT,345.11,239.58,0.44047917188413055,Tech C,Tech
2023-07-25,MSFT,350.98,239.58,0.4649803823357542,Tech C,Tech
2023-07-26,MSFT,337.77,239.58,0.4098422238918105,Tech C,Tech
2023-07-27,MSFT,330.72,239.58,0.3804157275231656,Tech C,Tech
2023-07-28,MSFT,338.37,239.58,0.41234660656148253,Tech C,Tech
2023-07-31,MSFT,335.92,239.58,0.4021203773269889,Tech C,Tech
2023-08-01,MSFT,336.34,239.58,0.4038734451957591,Tech C,Tech
2023-08-02,MSFT,327.5,239.58,0.36697554052925946,Tech C,Tech
2023-08-03,MSFT,326.66,239.58,0.36346940479171885,Tech C,Tech
2023-08-04,MSFT,327.78,239.58,0.3681442524417729,Tech C,Tech
2023-08-07,MSFT,330.11,239.58,0.3778696051423324,Tech C,Tech
2023-08-08,MSFT,326.05,239.58,0.36092328241088567,Tech C,Tech
2023-08-09,MSFT,322.23,239.58,0.3449787127473078,Tech C,Tech
2023-08-10,MSFT,322.93,239.58,0.3479004925285917,Tech C,Tech
2023-08-11,MSFT,321.01,239.58,0.3398864679856414,Tech C,Tech
2023-08-14,MSFT,324.04,239.58,0.3525336004674848,Tech C,Tech
2023-08-15,MSFT,321.86,239.58,0.3434343434343434,Tech C,Tech
2023-08-16,MSFT,320.4,239.58,0.33734034560480824,Tech C,Tech
2023-08-17,MSFT,316.88,239.58,0.32264796727606637,Tech C,Tech
2023-08-18,MSFT,316.48,239.58,0.3209783788296185,Tech C,Tech
2023-08-21,MSFT,321.88,239.58,0.34351782285666577,Tech C,Tech
2023-08-22,MSFT,322.46,239.58,0.3459387261040152,Tech C,Tech
2023-08-23,MSFT,327.0,239.58,0.36488855497119954,Tech C,Tech
2023-08-24,MSFT,319.97,239.58,0.3355455380248769,Tech C,Tech
2023-08-25,MSFT,322.98,239.58,0.3481091910843977,Tech C,Tech
2023-08-28,MSFT,323.7,239.58,0.35111445028800387,Tech C,Tech
2023-08-29,MSFT,328.41,239.58,0.37077385424492865,Tech C,Tech
2023-08-30,MSFT,328.79,239.58,0.3723599632690542,Tech C,Tech
2023-08-31,MSFT,327.76,239.58,0.3680607730194506,Tech C,Tech
2023-09-01,MSFT,328.66,239.58,0.37181734702395863,Tech C,Tech
2023-09-05,MSFT,333.55,239.58,0.39222806578178476,Tech C,Tech
2023-09-06,MSFT,332.88,239.58,0.3894315051339844,Tech C,Tech
2023-09-07,MSFT,329.91,239.58,0.37703481091910845,Tech C,Tech
2023-09-08,MSFT,334.27,239.58,0.39523332498539093,Tech C,Tech
2023-09-11,MSFT,337.94,239.58,0.410551798981551,Tech C,Tech
2023-09-12,MSFT,331.77,239.58,0.38479839719509124,Tech C,Tech
2023-09-13,MSFT,336.06,239.58,0.40270473328324563,Tech C,Tech
2023-09-14,MSFT,338.7,239.58,0.41372401702980205,Tech C,Tech
2023-09-15,MSFT,330.22,239.58,0.37832874196510563,Tech C,Tech
2023-09-18,MSFT,329.06,239.58,0.37348693547040646,Tech C,Tech
2023-09-19,MSFT,328.65,239.58,0.37177560731279724,Tech C,Tech
2023-09-20,MSFT,320.77,239.58,0.3388847149177726,Tech C,Tech
2023-09-21,MSFT,319.53,239.58,0.33370899073378396,Tech C,Tech
2023-09-22,MSFT,317.01,239.58,0.3231905835211619,Tech C,Tech
2023-09-25,MSFT,317.54,239.58,0.3254027882127056,Tech C,Tech
2023-09-26,MSFT,312.14,239.58,0.30286334418565813,Tech C,Tech
2023-09-27,MSFT,312.79,239.58,0.30557642541113617,Tech C,Tech
2023-09-28,MSFT,313.64,239.58,0.30912430085983794,Tech C,Tech
2023-09-29,MSFT,315.75,239.58,0.31793137991485093,Tech C,Tech
2023-10-02,MSFT,321.8,239.58,0.34318390516737624,Tech C,Tech
2023-10-03,MSFT,313.39,239.58,0.30808080808080796,Tech C,Tech
2023-10-04,MSFT,318.96,239.58,0.3313298271975956,Tech C,Tech
2023-10-05,MSFT,319.36,239.58,0.33299941564404373,Tech C,Tech
2023-10-06,MSFT,327.26,239.58,0.36597378746139064,Tech C,Tech
2023-10-09,MSFT,329.82,239.58,0.37665915351865753,Tech C,Tech
2023-10-10,MSFT,328.39,239.58,0.3706903748226061,Tech C,Tech
2023-10-11,MSFT,332.42,239.58,0.3875114784205693,Tech C,Tech
2023-10-12,MSFT,331.16,239.58,0.38225227481425833,Tech C,Tech
2023-10-13,MSFT,327.73,239.58,0.3679355538859671,Tech C,Tech
2023-10-16,MSFT,332.64,239.58,0.3884297520661156,Tech C,Tech
2023-10-17,MSFT,332.06,239.58,0.3860088488187661,Tech C,Tech
2023-10-18,MSFT,330.11,239.58,0.3778696051423324,Tech C,Tech
2023-10-19,MSFT,331.32,239.58,0.38292011019283734,Tech C,Tech
2023-10-20,MSFT,326.67,239.58,0.36351114450288,Tech C,Tech
2023-10-23,MSFT,329.32,239.58,0.3745721679605976,Tech C,Tech
2023-10-24,MSFT,330.53,239.58,0.3796226730111026,Tech C,Tech
2023-10-25,MSFT,340.67,239.58,0.4219467401285583,Tech C,Tech
2023-10-26,MSFT,327.89,239.58,0.36860338926454617,Tech C,Tech
2023-10-27,MSFT,329.81,239.58,0.3766174138074964,Tech C,Tech
2023-10-30,MSFT,337.31,239.58,0.40792219717839545,Tech C,Tech
2023-10-31,MSFT,338.11,239.58,0.41126137407129143,Tech C,Tech
2023-11-01,MSFT,346.07,239.58,0.44448618415560553,Tech C,Tech
2023-11-02,MSFT,348.32,239.58,0.45387761916687525,Tech C,Tech
2023-11-03,MSFT,352.8,239.58,0.4725770097670924,Tech C,Tech
2023-11-06,MSFT,356.53,239.58,0.48814592203021934,Tech C,Tech
2023-11-07,MSFT,360.53,239.58,0.5048418064946989,Tech C,Tech
2023-11-08,MSFT,363.2,239.58,0.515986309374739,Tech C,Tech
2023-11-09,MSFT,360.69,239.58,0.5055096418732782,Tech C,Tech
2023-11-10,MSFT,369.67,239.58,0.5429919024960347,Tech C,Tech
2023-11-13,MSFT,366.68,239.58,0.5305117288588362,Tech C,Tech
2023-11-14,MSFT,370.27,239.58,0.5454962851657065,Tech C,Tech
2023-11-15,MSFT,369.67,239.58,0.5429919024960347,Tech C,Tech
2023-11-16,MSFT,376.17,239.58,0.5701227147508139,Tech C,Tech
2023-11-17,MSFT,369.85,239.58,0.5437432172969363,Tech C,Tech
2023-11-20,MSFT,377.44,239.58,0.5754236580682861,Tech C,Tech
2023-11-21,MSFT,373.07,239.58,0.5571834042908422,Tech C,Tech
2023-11-22,MSFT,377.85,239.58,0.5771349862258953,Tech C,Tech
2023-11-27,MSFT,378.61,239.58,0.5803072042741464,Tech C,Tech
2023-11-28,MSFT,382.7,239.58,0.5973787461390766,Tech C,Tech
2023-11-29,MSFT,378.85,239.58,0.5813089573420152,Tech C,Tech
2023-11-30,MSFT,378.91,239.58,0.5815593956089824,Tech C,Tech
2023-12-01,MSFT,374.51,239.58,0.5631939226980548,Tech C,Tech
2023-12-04,MSFT,369.14,239.58,0.5407796978044911,Tech C,Tech
2023-12-05,MSFT,372.52,239.58,0.5548877201769762,Tech C,Tech
2023-12-06,MSFT,368.8,239.58,0.5393605476250104,Tech C,Tech
2023-12-07,MSFT,370.95,239.58,0.5483345855246681,Tech C,Tech
2023-12-08,MSFT,374.23,239.58,0.5620252107855414,Tech C,Tech
2023-12-11,MSFT,371.3,239.58,0.54979547541531,Tech C,Tech
2023-12-12,MSFT,374.38,239.58,0.5626513064529592,Tech C,Tech
2023-12-13,MSFT,374.37,239.58,0.5626095667417981,Tech C,Tech
2023-12-14,MSFT,365.93,239.58,0.5273812505217463,Tech C,Tech
2023-12-15,MSFT,370.73,239.58,0.5474163118791218,Tech C,Tech
2023-12-18,MSFT,372.65,239.58,0.5554303364220717,Tech C,Tech
2023-12-19,MSFT,373.26,239.58,0.5579764588029049,Tech C,Tech
2023-12-20,MSFT,370.62,239.58,0.5469571750563486,Tech C,Tech
2023-12-21,MSFT,373.54,239.58,0.5591451707154187,Tech C,Tech
2023-12-22,MSFT,374.58,239.58,0.5634861006761832,Tech C,Tech
2023-12-26,MSFT,374.66,239.58,0.5638200183654729,Tech C,Tech
2023-12-27,MSFT,374.07,239.58,0.5613573754069621,Tech C,Tech
2023-12-28,MSFT,375.28,239.58,0.566407880457467,Tech C,Tech
2023-12-29,MSFT,376.04,239.58,0.5695800985057183,Tech C,Tech
2024-01-02,MSFT,370.87,239.58,0.5480006678353785,Tech C,Tech
