participant_id,trial_id,chart_type,permuted,is_correct,response_time_ms
781c60cf-2ff7-4ed0-9f1a-9c4a80f84cb2,line-np-09,line chart,ordered,False,18801.0
781c60cf-2ff7-4ed0-9f1a-9c4a80f84cb2,line-np-07,line chart,ordered,False,14580.0
781c60cf-2ff7-4ed0-9f1a-9c4a80f84cb2,line-p-02,line chart,permuted,False,12227.0
781c60cf-2ff7-4ed0-9f1a-9c4a80f84cb2,line-np-00,line chart,ordered,False,19331.0
932a40ac-0df0-49f1-82a4-88431a87a70c,line-np-09,line chart,ordered,False,74687.0
932a40ac-0df0-49f1-82a4-88431a87a70c,line-np-01,line chart,ordered,True,24348.0
932a40ac-0df0-49f1-82a4-88431a87a70c,cf-np-09,colorfield,ordered,False,84135.0
932a40ac-0df0-49f1-82a4-88431a87a70c,line-p-08,line chart,permuted,False,16331.0
932a40ac-0df0-49f1-82a4-88431a87a70c,line-np-05,line chart,ordered,True,23548.0
932a40ac-0df0-49f1-82a4-88431a87a70c,line-np-02,line chart,ordered,True,12593.0
932a40ac-0df0-49f1-82a4-88431a87a70c,cf-np-03,colorfield,ordered,False,10697.0
932a40ac-0df0-49f1-82a4-88431a87a70c,cf-p-09,colorfield,permuted,False,21480.0
932a40ac-0df0-49f1-82a4-88431a87a70c,cf-p-03,colorfield,permuted,False,24287.0
932a40ac-0df0-49f1-82a4-88431a87a70c,line-p-01,line chart,permuted,True,18179.0
932a40ac-0df0-49f1-82a4-88431a87a70c,cf-np-08,colorfield,ordered,False,13458.0
932a40ac-0df0-49f1-82a4-88431a87a70c,line-p-03,line chart,permuted,False,46090.0
932a40ac-0df0-49f1-82a4-88431a87a70c,cf-np-05,colorfield,ordered,True,13508.0
932a40ac-0df0-49f1-82a4-88431a87a70c,line-np-04,line chart,ordered,False,22347.0
932a40ac-0df0-49f1-82a4-88431a87a70c,line-np-08,line chart,ordered,False,25082.0
932a40ac-0df0-49f1-82a4-88431a87a70c,cf-p-08,colorfield,permuted,False,12953.0
932a40ac-0df0-49f1-82a4-88431a87a70c,line-p-09,line chart,permuted,False,13733.0
932a40ac-0df0-49f1-82a4-88431a87a70c,cf-p-06,colorfield,permuted,False,17907.0
932a40ac-0df0-49f1-82a4-88431a87a70c,line-p-06,line chart,permuted,False,18036.0
932a40ac-0df0-49f1-82a4-88431a87a70c,cf-p-05,colorfield,permuted,False,8992.0
932a40ac-0df0-49f1-82a4-88431a87a70c,cf-p-07,colorfield,permuted,False,20227.0
932a40ac-0df0-49f1-82a4-88431a87a70c,cf-p-00,colorfield,permuted,False,12884.0
932a40ac-0df0-49f1-82a4-88431a87a70c,cf-np-02,colorfield,ordered,False,15661.0
932a40ac-0df0-49f1-82a4-88431a87a70c,cf-p-01,colorfield,permuted,True,12885.0
932a40ac-0df0-49f1-82a4-88431a87a70c,line-np-06,line chart,ordered,True,17455.0
932a40ac-0df0-49f1-82a4-88431a87a70c,cf-p-02,colorfield,permuted,True,24231.0
932a40ac-0df0-49f1-82a4-88431a87a70c,line-p-07,line chart,permuted,False,27297.0
932a40ac-0df0-49f1-82a4-88431a87a70c,line-p-04,line chart,permuted,True,20805.0
932a40ac-0df0-49f1-82a4-88431a87a70c,cf-np-00,colorfield,ordered,True,12872.0
932a40ac-0df0-49f1-82a4-88431a87a70c,cf-np-01,colorfield,ordered,False,13161.0
932a40ac-0df0-49f1-82a4-88431a87a70c,cf-p-04,colorfield,permuted,True,23804.0
932a40ac-0df0-49f1-82a4-88431a87a70c,line-np-03,line chart,ordered,False,17106.0
932a40ac-0df0-49f1-82a4-88431a87a70c,line-p-02,line chart,permuted,True,10844.0
932a40ac-0df0-49f1-82a4-88431a87a70c,cf-np-07,colorfield,ordered,True,10391.0
932a40ac-0df0-49f1-82a4-88431a87a70c,cf-np-06,colorfield,ordered,True,8863.0
932a40ac-0df0-49f1-82a4-88431a87a70c,cf-np-04,colorfield,ordered,True,9932.0
932a40ac-0df0-49f1-82a4-88431a87a70c,line-np-00,line chart,ordered,True,24050.0
932a40ac-0df0-49f1-82a4-88431a87a70c,line-p-00,line chart,permuted,True,18109.0
932a40ac-0df0-49f1-82a4-88431a87a70c,line-p-05,line chart,permuted,True,9950.0
932a40ac-0df0-49f1-82a4-88431a87a70c,line-np-07,line chart,ordered,False,21325.0
a39be53b-8adf-4485-b5e2-b5c9ec1e0dc7,line-p-01,line chart,permuted,False,16030.0
a39be53b-8adf-4485-b5e2-b5c9ec1e0dc7,cf-np-03,colorfield,ordered,False,7396.0
a39be53b-8adf-4485-b5e2-b5c9ec1e0dc7,cf-p-07,colorfield,permuted,True,6844.0
a39be53b-8adf-4485-b5e2-b5c9ec1e0dc7,cf-np-07,colorfield,ordered,False,5927.0
a39be53b-8adf-4485-b5e2-b5c9ec1e0dc7,line-p-05,line chart,permuted,True,5142.0
a39be53b-8adf-4485-b5e2-b5c9ec1e0dc7,line-p-00,line chart,permuted,False,7571.0
a39be53b-8adf-4485-b5e2-b5c9ec1e0dc7,cf-p-00,colorfield,permuted,False,18978.0
a39be53b-8adf-4485-b5e2-b5c9ec1e0dc7,cf-np-05,colorfield,ordered,False,8543.0
a39be53b-8adf-4485-b5e2-b5c9ec1e0dc7,line-np-06,line chart,ordered,True,6358.0
a39be53b-8adf-4485-b5e2-b5c9ec1e0dc7,cf-p-08,colorfield,permuted,False,21957.0
a39be53b-8adf-4485-b5e2-b5c9ec1e0dc7,cf-p-02,colorfield,permuted,False,7296.0
a39be53b-8adf-4485-b5e2-b5c9ec1e0dc7,line-np-03,line chart,ordered,False,7193.0
a39be53b-8adf-4485-b5e2-b5c9ec1e0dc7,line-np-09,line chart,ordered,False,7659.0
a39be53b-8adf-4485-b5e2-b5c9ec1e0dc7,cf-np-09,colorfield,ordered,False,22143.0
a39be53b-8adf-4485-b5e2-b5c9ec1e0dc7,line-p-07,line chart,permuted,False,6931.0
a39be53b-8adf-4485-b5e2-b5c9ec1e0dc7,cf-p-06,colorfield,permuted,True,21107.0
a39be53b-8adf-4485-b5e2-b5c9ec1e0dc7,cf-np-00,colorfield,ordered,False,8945.0
a39be53b-8adf-4485-b5e2-b5c9ec1e0dc7,line-p-06,line chart,permuted,False,11775.0
a39be53b-8adf-4485-b5e2-b5c9ec1e0dc7,line-np-00,line chart,ordered,False,5884.0
a39be53b-8adf-4485-b5e2-b5c9ec1e0dc7,line-np-08,line chart,ordered,False,11013.0
a39be53b-8adf-4485-b5e2-b5c9ec1e0dc7,line-p-08,line chart,permuted,False,6825.0
a39be53b-8adf-4485-b5e2-b5c9ec1e0dc7,cf-np-01,colorfield,ordered,False,17713.0
a39be53b-8adf-4485-b5e2-b5c9ec1e0dc7,cf-p-01,colorfield,permuted,True,6911.0
a39be53b-8adf-4485-b5e2-b5c9ec1e0dc7,cf-np-04,colorfield,ordered,True,10119.0
a39be53b-8adf-4485-b5e2-b5c9ec1e0dc7,line-p-04,line chart,permuted,True,7809.0
a39be53b-8adf-4485-b5e2-b5c9ec1e0dc7,line-p-03,line chart,permuted,False,5710.0
a39be53b-8adf-4485-b5e2-b5c9ec1e0dc7,cf-np-06,colorfield,ordered,True,10509.0
a39be53b-8adf-4485-b5e2-b5c9ec1e0dc7,line-np-04,line chart,ordered,True,25045.0
a39be53b-8adf-4485-b5e2-b5c9ec1e0dc7,cf-np-02,colorfield,ordered,True,10451.0
a39be53b-8adf-4485-b5e2-b5c9ec1e0dc7,cf-np-08,colorfield,ordered,False,6400.0
a39be53b-8adf-4485-b5e2-b5c9ec1e0dc7,line-p-02,line chart,permuted,False,13141.0
a39be53b-8adf-4485-b5e2-b5c9ec1e0dc7,cf-p-03,colorfield,permuted,False,6847.0
a39be53b-8adf-4485-b5e2-b5c9ec1e0dc7,line-p-09,line chart,permuted,False,14952.0
a39be53b-8adf-4485-b5e2-b5c9ec1e0dc7,cf-p-09,colorfield,permuted,True,8912.0
a39be53b-8adf-4485-b5e2-b5c9ec1e0dc7,line-np-02,line chart,ordered,False,7375.0
a39be53b-8adf-4485-b5e2-b5c9ec1e0dc7,cf-p-05,colorfield,permuted,False,6594.0
a39be53b-8adf-4485-b5e2-b5c9ec1e0dc7,line-np-05,line chart,ordered,False,10790.0
a39be53b-8adf-4485-b5e2-b5c9ec1e0dc7,cf-p-04,colorfield,permuted,False,7457.0
a39be53b-8adf-4485-b5e2-b5c9ec1e0dc7,line-np-01,line chart,ordered,False,8421.0
a39be53b-8adf-4485-b5e2-b5c9ec1e0dc7,line-np-07,line chart,ordered,False,6726.0
adab8aab-aef2-4a61-9799-74aef86b01bf,cf-p-07,colorfield,permuted,True,33342.0
adab8aab-aef2-4a61-9799-74aef86b01bf,cf-p-08,colorfield,permuted,False,25271.0
adab8aab-aef2-4a61-9799-74aef86b01bf,line-p-01,line chart,permuted,False,38644.0
adab8aab-aef2-4a61-9799-74aef86b01bf,line-np-05,line chart,ordered,True,13845.0
adab8aab-aef2-4a61-9799-74aef86b01bf,line-p-05,line chart,permuted,True,8905.0
adab8aab-aef2-4a61-9799-74aef86b01bf,line-np-09,line chart,ordered,False,21155.0
adab8aab-aef2-4a61-9799-74aef86b01bf,line-np-08,line chart,ordered,False,18456.0
adab8aab-aef2-4a61-9799-74aef86b01bf,cf-p-03,colorfield,permuted,False,18204.0
adab8aab-aef2-4a61-9799-74aef86b01bf,line-p-06,line chart,permuted,False,11499.0
adab8aab-aef2-4a61-9799-74aef86b01bf,cf-p-09,colorfield,permuted,False,15841.0
adab8aab-aef2-4a61-9799-74aef86b01bf,cf-p-04,colorfield,permuted,False,14181.0
adab8aab-aef2-4a61-9799-74aef86b01bf,cf-p-06,colorfield,permuted,False,10501.0
adab8aab-aef2-4a61-9799-74aef86b01bf,line-p-03,line chart,permuted,False,5950.0
adab8aab-aef2-4a61-9799-74aef86b01bf,line-p-04,line chart,permuted,True,17863.0
adab8aab-aef2-4a61-9799-74aef86b01bf,line-p-00,line chart,permuted,False,9718.0
adab8aab-aef2-4a61-9799-74aef86b01bf,line-p-08,line chart,permuted,False,16043.0
adab8aab-aef2-4a61-9799-74aef86b01bf,cf-np-04,colorfield,ordered,True,4194.0
adab8aab-aef2-4a61-9799-74aef86b01bf,line-np-03,line chart,ordered,True,10378.0
adab8aab-aef2-4a61-9799-74aef86b01bf,cf-np-00,colorfield,ordered,True,16146.0
adab8aab-aef2-4a61-9799-74aef86b01bf,cf-p-00,colorfield,permuted,False,164062.0
adab8aab-aef2-4a61-9799-74aef86b01bf,line-np-07,line chart,ordered,False,16476.0
adab8aab-aef2-4a61-9799-74aef86b01bf,line-np-02,line chart,ordered,True,7143.0
adab8aab-aef2-4a61-9799-74aef86b01bf,line-p-09,line chart,permuted,False,13776.0
adab8aab-aef2-4a61-9799-74aef86b01bf,line-p-02,line chart,permuted,True,5084.0
adab8aab-aef2-4a61-9799-74aef86b01bf,line-np-00,line chart,ordered,False,16759.0
adab8aab-aef2-4a61-9799-74aef86b01bf,cf-np-01,colorfield,ordered,True,11154.0
adab8aab-aef2-4a61-9799-74aef86b01bf,line-np-06,line chart,ordered,True,11380.0
adab8aab-aef2-4a61-9799-74aef86b01bf,line-p-07,line chart,permuted,False,6705.0
adab8aab-aef2-4a61-9799-74aef86b01bf,cf-np-07,colorfield,ordered,False,8816.0
adab8aab-aef2-4a61-9799-74aef86b01bf,cf-np-09,colorfield,ordered,False,18025.0
adab8aab-aef2-4a61-9799-74aef86b01bf,line-np-04,line chart,ordered,True,12058.0
adab8aab-aef2-4a61-9799-74aef86b01bf,cf-np-02,colorfield,ordered,True,10906.0
adab8aab-aef2-4a61-9799-74aef86b01bf,cf-np-08,colorfield,ordered,True,13336.0
adab8aab-aef2-4a61-9799-74aef86b01bf,cf-np-06,colorfield,ordered,True,6407.0
adab8aab-aef2-4a61-9799-74aef86b01bf,cf-np-05,colorfield,ordered,False,8934.0
adab8aab-aef2-4a61-9799-74aef86b01bf,cf-np-03,colorfield,ordered,True,5882.0
adab8aab-aef2-4a61-9799-74aef86b01bf,line-np-01,line chart,ordered,False,7917.0
adab8aab-aef2-4a61-9799-74aef86b01bf,cf-p-01,colorfield,permuted,False,3991.0
adab8aab-aef2-4a61-9799-74aef86b01bf,cf-p-02,colorfield,permuted,False,12271.0
adab8aab-aef2-4a61-9799-74aef86b01bf,cf-p-05,colorfield,permuted,True,5368.0
